"area_vidrio"	"tv"	"yhat"
4.715	0.4	69.0681113877646
4.95	0.4	69.0681113877646
5.185	0.4	69.0681113877646
5.42	0.4	69.0681113877646
5.655	0.4	69.0681113877646
5.89	0.4	69.0681113877646
6.125	0.4	69.0681113877646
6.36	0.4	69.0681113877646
6.595	0.4	69.0681113877646
6.83	0.4	69.0681113877646
7.065	0.4	69.0681113877646
7.3	0.4	69.0681113877646
7.535	0.4	69.0681113877646
7.77	0.4	69.0681113877646
8.005	0.4	69.0681113877646
8.24	0.4	69.0681113877646
8.475	0.4	69.0681113877646
8.71	0.4	69.0681113877646
8.945	0.4	69.0681113877646
9.18	0.4	69.0681113877646
9.415	0.4	69.0681113877646
9.65	0.4	69.0681113877646
9.885	0.4	69.0681113877646
10.12	0.4	69.0681113877646
10.355	0.4	69.0681113877646
10.59	0.4	69.0681113877646
10.825	0.4	69.0681113877646
11.06	0.4	69.0681113877646
11.295	0.4	69.0681113877646
11.53	0.4	69.0681113877646
11.765	0.4	69.0681113877646
12	0.4	69.0681113877646
0.25	0.5	7.26302588871733
0.485	0.5	7.26302588871733
0.72	0.5	7.26302588871733
0.955	0.5	7.26302588871733
1.19	0.5	54.2645425364193
1.425	0.5	54.2645425364193
1.66	0.5	54.2645425364193
1.895	0.5	54.2645425364193
2.13	0.5	63.1402245241531
2.365	0.5	63.1402245241531
2.6	0.5	63.1402245241531
2.835	0.5	63.1402245241531
3.07	0.5	69.0681113877646
3.305	0.5	69.0681113877646
3.54	0.5	69.0681113877646
3.775	0.5	69.0681113877646
4.01	0.5	69.0681113877646
4.245	0.5	69.0681113877646
4.48	0.5	69.0681113877646
4.715	0.5	69.0681113877646
4.95	0.5	69.0681113877646
5.185	0.5	69.0681113877646
5.42	0.5	69.0681113877646
5.655	0.5	69.0681113877646
5.89	0.5	69.0681113877646
6.125	0.5	69.0681113877646
6.36	0.5	69.0681113877646
6.595	0.5	69.0681113877646
6.83	0.5	69.0681113877646
7.065	0.5	69.0681113877646
7.3	0.5	69.0681113877646
7.535	0.5	69.0681113877646
7.77	0.5	69.0681113877646
8.005	0.5	69.0681113877646
8.24	0.5	69.0681113877646
8.475	0.5	69.0681113877646
8.71	0.5	69.0681113877646
8.945	0.5	69.0681113877646
9.18	0.5	69.0681113877646
9.415	0.5	69.0681113877646
9.65	0.5	69.0681113877646
9.885	0.5	69.0681113877646
10.12	0.5	69.0681113877646
10.355	0.5	69.0681113877646
10.59	0.5	69.0681113877646
10.825	0.5	69.0681113877646
11.06	0.5	69.0681113877646
11.295	0.5	69.0681113877646
11.53	0.5	69.0681113877646
11.765	0.5	69.0681113877646
12	0.5	69.0681113877646
0.25	0.6	15.6721963780154
0.485	0.6	15.6721963780154
0.72	0.6	45.4294863790145
0.955	0.6	45.4294863790145
1.19	0.6	54.2645425364193
1.425	0.6	54.2645425364193
1.66	0.6	54.2645425364193
1.895	0.6	54.2645425364193
2.13	0.6	69.5990394387524
2.365	0.6	69.5990394387524
2.6	0.6	69.5990394387524
2.835	0.6	69.5990394387524
3.07	0.6	69.5990394387524
3.305	0.6	69.5990394387524
3.54	0.6	69.5990394387524
3.775	0.6	69.5990394387524
4.01	0.6	69.5990394387524
4.245	0.6	69.5990394387524
4.48	0.6	69.5990394387524
4.715	0.6	69.5990394387524
4.95	0.6	69.5990394387524
5.185	0.6	69.5990394387524
5.42	0.6	69.5990394387524
5.655	0.6	69.5990394387524
5.89	0.6	69.5990394387524
6.125	0.6	69.5990394387524
6.36	0.6	69.5990394387524
6.595	0.6	69.5990394387524
6.83	0.6	69.5990394387524
7.065	0.6	69.5990394387524
7.3	0.6	69.5990394387524
7.535	0.6	69.5990394387524
7.77	0.6	69.5990394387524
8.005	0.6	44.2663676493618
8.24	0.6	44.2663676493618
8.475	0.6	44.2663676493618
8.71	0.6	44.2663676493618
8.945	0.6	44.2663676493618
9.18	0.6	44.2663676493618
9.415	0.6	44.2663676493618
9.65	0.6	44.2663676493618
9.885	0.6	44.2663676493618
10.12	0.6	44.2663676493618
10.355	0.6	44.2663676493618
10.59	0.6	44.2663676493618
10.825	0.6	44.2663676493618
11.06	0.6	44.2663676493618
11.295	0.6	44.2663676493618
11.53	0.6	44.2663676493618
11.765	0.6	44.2663676493618
12	0.6	44.2663676493618
0.25	0.7	15.6721963780154
0.485	0.7	15.6721963780154
0.72	0.7	45.4294863790145
0.955	0.7	45.4294863790145
1.19	0.7	67.5913599466395
1.425	0.7	67.5913599466395
1.66	0.7	67.5913599466395
1.895	0.7	67.5913599466395
2.13	0.7	67.5913599466395
2.365	0.7	67.5913599466395
2.6	0.7	67.5913599466395
2.835	0.7	67.5913599466395
3.07	0.7	67.5913599466395
3.305	0.7	67.5913599466395
3.54	0.7	67.5913599466395
3.775	0.7	67.5913599466395
4.01	0.7	67.5913599466395
4.245	0.7	67.5913599466395
4.48	0.7	67.5913599466395
4.715	0.7	67.5913599466395
4.95	0.7	67.5913599466395
5.185	0.7	67.5913599466395
5.42	0.7	67.5913599466395
5.655	0.7	67.5913599466395
5.89	0.7	67.5913599466395
6.125	0.7	67.5913599466395
6.36	0.7	42.5480035784934
6.595	0.7	42.5480035784934
6.83	0.7	42.5480035784934
7.065	0.7	42.5480035784934
7.3	0.7	42.5480035784934
7.535	0.7	42.5480035784934
7.77	0.7	42.5480035784934
8.005	0.7	42.5480035784934
8.24	0.7	42.5480035784934
8.475	0.7	42.5480035784934
8.71	0.7	42.5480035784934
8.945	0.7	28.2592791670132
9.18	0.7	28.2592791670132
9.415	0.7	28.2592791670132
9.65	0.7	28.2592791670132
9.885	0.7	28.2592791670132
10.12	0.7	28.2592791670132
10.355	0.7	28.2592791670132
10.59	0.7	28.2592791670132
10.825	0.7	28.2592791670132
11.06	0.7	28.2592791670132
11.295	0.7	28.2592791670132
11.53	0.7	28.2592791670132
11.765	0.7	28.2592791670132
12	0.7	28.2592791670132
0.25	0.8	15.6721963780154
0.485	0.8	15.6721963780154
0.72	0.8	45.4294863790145
0.955	0.8	45.4294863790145
1.19	0.8	67.5913599466395
1.425	0.8	67.5913599466395
1.66	0.8	67.5913599466395
1.895	0.8	67.5913599466395
2.13	0.8	67.5913599466395
2.365	0.8	67.5913599466395
2.6	0.8	67.5913599466395
2.835	0.8	67.5913599466395
3.07	0.8	67.5913599466395
3.305	0.8	67.5913599466395
3.54	0.8	67.5913599466395
3.775	0.8	67.5913599466395
4.01	0.8	67.5913599466395
4.245	0.8	67.5913599466395
4.48	0.8	67.5913599466395
4.715	0.8	67.5913599466395
4.95	0.8	67.5913599466395
5.185	0.8	67.5913599466395
5.42	0.8	67.5913599466395
5.655	0.8	67.5913599466395
5.89	0.8	67.5913599466395
6.125	0.8	67.5913599466395
6.36	0.8	42.5480035784934
6.595	0.8	42.5480035784934
6.83	0.8	42.5480035784934
7.065	0.8	42.5480035784934
7.3	0.8	42.5480035784934
7.535	0.8	42.5480035784934
7.77	0.8	42.5480035784934
8.005	0.8	42.5480035784934
8.24	0.8	42.5480035784934
8.475	0.8	42.5480035784934
8.71	0.8	42.5480035784934
8.945	0.8	28.2592791670132
9.18	0.8	28.2592791670132
9.415	0.8	28.2592791670132
9.65	0.8	28.2592791670132
9.885	0.8	28.2592791670132
10.12	0.8	28.2592791670132
10.355	0.8	28.2592791670132
10.59	0.8	28.2592791670132
10.825	0.8	28.2592791670132
11.06	0.8	28.2592791670132
11.295	0.8	28.2592791670132
11.53	0.8	28.2592791670132
11.765	0.8	28.2592791670132
12	0.8	28.2592791670132
0.25	0.9	15.6721963780154
0.485	0.9	15.6721963780154
0.72	0.9	45.4294863790145
0.955	0.9	45.4294863790145
1.19	0.9	67.5913599466395
1.425	0.9	67.5913599466395
1.66	0.9	67.5913599466395
1.895	0.9	67.5913599466395
2.13	0.9	67.5913599466395
2.365	0.9	67.5913599466395
2.6	0.9	67.5913599466395
2.835	0.9	67.5913599466395
3.07	0.9	67.5913599466395
3.305	0.9	67.5913599466395
3.54	0.9	67.5913599466395
3.775	0.9	67.5913599466395
4.01	0.9	67.5913599466395
4.245	0.9	67.5913599466395
4.48	0.9	67.5913599466395
4.715	0.9	67.5913599466395
4.95	0.9	67.5913599466395
5.185	0.9	67.5913599466395
5.42	0.9	67.5913599466395
5.655	0.9	67.5913599466395
5.89	0.9	67.5913599466395
6.125	0.9	67.5913599466395
6.36	0.9	42.5480035784934
6.595	0.9	42.5480035784934
6.83	0.9	42.5480035784934
7.065	0.9	42.5480035784934
7.3	0.9	42.5480035784934
7.535	0.9	42.5480035784934
7.77	0.9	42.5480035784934
8.005	0.9	42.5480035784934
8.24	0.9	42.5480035784934
8.475	0.9	42.5480035784934
8.71	0.9	42.5480035784934
8.945	0.9	28.2592791670132
9.18	0.9	28.2592791670132
9.415	0.9	28.2592791670132
9.65	0.9	28.2592791670132
9.885	0.9	28.2592791670132
10.12	0.9	28.2592791670132
10.355	0.9	28.2592791670132
10.59	0.9	28.2592791670132
10.825	0.9	28.2592791670132
11.06	0.9	28.2592791670132
11.295	0.9	28.2592791670132
11.53	0.9	28.2592791670132
11.765	0.9	28.2592791670132
12	0.9	28.2592791670132
